"No.","Time","Source","Destination","Protocol","Length","Info"
"1857","1.677296000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","115","Change Cipher Spec, Encrypted Handshake Message"
"1858","1.677521000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","573","Application Data"
"1859","1.678224000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","115","Change Cipher Spec, Encrypted Handshake Message"
"1860","1.678370000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","637","Application Data"
"1861","1.690030000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=162 Ack=307 Win=35151 Len=0"
"1862","1.725664000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","[TCP Retransmission] Application Data"
"1863","1.737921000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=162 Ack=840 Win=34618 Len=0"
"1864","1.743418000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1865","1.744277000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1866","1.744297000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=840 Ack=2882 Win=4177920 Len=0"
"1867","1.744315000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1868","1.744325000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","221","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1869","1.744333000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=840 Ack=4242 Win=4874240 Len=0"
"1870","1.744340000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"1871","1.744348000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=840 Ack=5602 Win=5222400 Len=0"
"1872","1.745703000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1400","[TCP Out-Of-Order] Application Data"
"1873","1.745727000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=840 Ack=7143 Win=5570560 Len=0"
"1874","1.746265000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","637","Application Data"
"1875","1.760960000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=7143 Ack=1437 Win=40361 Len=0"
"1876","1.762668000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","797","Application Data"
"1877","1.763268000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","Application Data"
"1878","1.775710000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=7900 Ack=2018 Win=40958 Len=0"
"1879","1.780951000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","829","Application Data"
"1880","1.781307000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","Application Data"
"1881","1.796634000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=8689 Ack=2599 Win=40958 Len=0"
"1882","1.797804000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","845","Application Data"
"1883","1.798345000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","Application Data"
"1884","1.810469000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=9494 Ack=3180 Win=40958 Len=0"
"1885","1.816670000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","845","Application Data"
"1886","1.817205000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","Application Data"
"1887","1.830847000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=10299 Ack=3761 Win=40958 Len=0"
"1888","1.832132000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","813","Application Data"
"1889","1.832697000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","Application Data"
"1890","1.833647000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","621","[TCP Retransmission] Application Data"
"1891","1.844999000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=11072 Ack=4342 Win=40958 Len=0"
"1892","1.849949000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","797","Application Data"
"1893","1.850499000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","605","Application Data"
"1894","1.850581000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39808 [ACK] Seq=328185 Ack=3052 Win=40377 Len=0"
"1895","1.856945000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1896","1.861434000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1897","1.861456000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=330905 Win=8388480 Len=0"
"1898","1.861471000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1899","1.861480000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1900","1.861485000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1901","1.861491000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1902","1.861498000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1903","1.861504000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1904","1.861508000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1905","1.861513000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1906","1.861517000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1907","1.861522000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1908","1.861527000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1909","1.861531000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1910","1.861536000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1911","1.861540000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1912","1.861544000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1913","1.861548000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1914","1.861551000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1915","1.861555000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=348563 Win=8388480 Len=0"
"1916","1.861774000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=353992 Win=8388480 Len=0"
"1917","1.863972000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1918","1.864010000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1919","1.864025000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=356712 Win=8388480 Len=0"
"1920","1.864035000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1921","1.864043000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1922","1.864051000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1923","1.864058000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1924","1.864074000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1925","1.864077000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1926","1.864080000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1927","1.864083000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1928","1.864086000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1929","1.864096000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=367581 Win=8388480 Len=0"
"1930","1.864640000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=11829 Ack=4907 Win=40958 Len=0"
"1931","1.867937000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1932","1.869766000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1053","Application Data"
"1933","1.869810000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=4907 Ack=14202 Win=7833600 Len=0"
"1934","1.870320000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","605","Application Data"
"1935","1.877525000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1936","1.877569000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=370290 Win=8388480 Len=0"
"1937","1.878304000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1938","1.880141000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1939","1.880178000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=373010 Win=8388480 Len=0"
"1940","1.880197000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1941","1.880206000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1942","1.880212000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1943","1.880220000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1944","1.880227000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1945","1.880233000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1946","1.880248000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1947","1.880254000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1948","1.880294000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=383879 Win=8388480 Len=0"
"1949","1.883613000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1950","1.886001000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1951","1.886023000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=386588 Win=8388480 Len=0"
"1952","1.886036000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1953","1.886042000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1954","1.886046000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1955","1.886050000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1956","1.886053000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","Application Data"
"1957","1.886057000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1958","1.886060000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1959","1.886063000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1960","1.886066000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1961","1.886069000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1962","1.886072000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","157","[TCP Previous segment not captured] Application Data"
"1963","1.886087000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=400177 Win=8388480 Len=0"
"1964","1.886090000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","[TCP Out-Of-Order] Application Data"
"1965","1.886095000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=401643 Win=8388480 Len=0"
"1966","1.886097000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=14202 Ack=5472 Win=40393 Len=0"
"1967","1.887001000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1968","1.887019000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1069","Application Data"
"1969","1.887027000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=5472 Ack=16591 Win=8355840 Len=0"
"1970","1.887293000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","605","Application Data"
"1971","1.893682000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","712","[TCP Retransmission] Change Cipher Spec, Encrypted Handshake Message, Application Data"
"1972","1.896422000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1973","1.896467000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=403003 Win=8388480 Len=0"
"1974","1.897628000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","60","[TCP Retransmission] 39810 > https [SYN] Seq=0 Win=27320 Len=0 MSS=1366 SACK_PERM=1 TSval=451201 TSecr=0 WS=128"
"1975","1.897639000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","60","[TCP Retransmission] 39809 > https [SYN] Seq=0 Win=27320 Len=0 MSS=1366 SACK_PERM=1 TSval=451201 TSecr=0 WS=128"
"1976","1.899388000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1977","1.899403000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=404363 Win=8388480 Len=0"
"1978","1.899414000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1979","1.899420000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=405723 Win=8388480 Len=0"
"1980","1.899425000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1981","1.899429000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=407083 Win=8388480 Len=0"
"1982","1.899433000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1983","1.899437000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=408443 Win=8388480 Len=0"
"1984","1.899440000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","253","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1985","1.899446000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","[TCP Dup ACK 1983#1] 39808 > https [ACK] Seq=3052 Ack=408443 Win=8388480 Len=0"
"1986","1.899450000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1389","[TCP Out-Of-Order] Application Data"
"1987","1.899455000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=409792 Win=8388480 Len=0"
"1988","1.899459000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"1989","1.899469000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3052 Ack=411365 Win=8388480 Len=0"
"1990","1.899807000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","605","Application Data"
"1991","1.900293000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=16591 Ack=6037 Win=40393 Len=0"
"1992","1.905338000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","589","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1993","1.905353000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","[TCP Dup ACK 1970#1] 39806 > https [ACK] Seq=6037 Ack=16591 Win=8355840 Len=0"
"1994","1.905892000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"1995","1.905921000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=6037 Ack=18500 Win=8355840 Len=0"
"1996","1.906271000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"1997","1.906649000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39807 [ACK] Seq=162 Ack=904 Win=34554 Len=0"
"1998","1.908631000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"1999","1.909223000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","861","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"2000","1.909240000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39807 > https [ACK] Seq=904 Ack=1522 Win=4177920 Len=0"
"2001","1.909248000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1400","[TCP Out-Of-Order] Application Data"
"2002","1.909263000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39807 > https [ACK] Seq=904 Ack=3703 Win=4526080 Len=0"
"2003","1.909583000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"2004","1.911538000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","44","https > 39810 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1360"
"2005","1.911589000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39810 > https [ACK] Seq=1 Ack=1 Win=3496960 Len=0"
"2006","1.911838000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","271","Client Hello"
"2007","1.913758000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","44","https > 39809 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1360"
"2008","1.913799000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39809 > https [ACK] Seq=1 Ack=1 Win=3496960 Len=0"
"2009","1.914009000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","271","Client Hello"
"2010","1.918734000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39808 [ACK] Seq=411365 Ack=3617 Win=40393 Len=0"
"2011","1.919386000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39806 [ACK] Seq=18500 Ack=6522 Win=40473 Len=0"
"2012","1.921161000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"2013","1.922539000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1069","Application Data"
"2014","1.922549000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39808 > https [ACK] Seq=3617 Ack=413754 Win=8388480 Len=0"
"2015","1.922557000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"2016","1.922563000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","45","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"2017","1.922567000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=6522 Ack=19860 Win=8355840 Len=0"
"2018","1.922571000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"2019","1.922575000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=6522 Ack=21220 Win=8355840 Len=0"
"2020","1.922589000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1400","[TCP Out-Of-Order] Application Data"
"2021","1.922594000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39806 > https [ACK] Seq=6522 Ack=22585 Win=8355840 Len=0"
"2022","1.922596000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39807 [ACK] Seq=3703 Ack=1389 Win=40473 Len=0"
"2023","1.922998000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"2024","1.923121000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"2025","1.924863000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39810 [ACK] Seq=1 Ack=232 Win=35226 Len=0"
"2026","1.925278000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","132","Server Hello, Change Cipher Spec"
"2027","1.925295000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39810 > https [ACK] Seq=232 Ack=93 Win=3496960 Len=0"
"2028","1.925305000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","109","Encrypted Handshake Message"
"2029","1.925310000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39810 > https [ACK] Seq=232 Ack=162 Win=3496960 Len=0"
"2030","1.925849000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","115","Change Cipher Spec, Encrypted Handshake Message"
"2031","1.925990000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"2032","1.926516000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"2033","1.927186000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","1400","[TCP segment of a reassembled PDU]"
"2034","1.927195000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39807 > https [ACK] Seq=1389 Ack=6423 Win=5222400 Len=0"
"2035","1.927203000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","317","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"2036","1.927208000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","[TCP Window Update] 39807 > https [ACK] Seq=1389 Ack=6423 Win=5570560 Len=0"
"2037","1.928314000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TCP","40","https > 39809 [ACK] Seq=1 Ack=232 Win=35226 Len=0"
"2038","1.928326000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","132","Server Hello, Change Cipher Spec"
"2039","1.928331000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39809 > https [ACK] Seq=232 Ack=93 Win=3496960 Len=0"
"2040","1.928341000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","109","Encrypted Handshake Message"
"2041","1.928346000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TCP","40","39809 > https [ACK] Seq=232 Ack=162 Win=3496960 Len=0"
"2042","1.928829000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","115","Change Cipher Spec, Encrypted Handshake Message"
"2043","1.928986000","ws197185.vpn.haw-hamburg.de","www.volksbank-stormarn.de","TLSv1.2","525","Application Data"
"2044","1.931312000","www.volksbank-stormarn.de","ws197185.vpn.haw-hamburg.de","TLSv1.2","1400","[TCP Out-Of-Order] Application Data"
